Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type,URL,Page
"1 Bedroom Apartment For Rent Al Mawaleh, Muscat",OMR275,1,1,85 Sq. M.,"Al Mawaleh, Muscat",Apartment,https://www.bayut.om/en/property/details-130151394.html,7
"2 Bedrooms Apartment For Rent Al Khoud, Muscat",OMR240,2,3,115 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129032100.html,7
"3 Bedroom Apartment For Rent Bosher, Muscat",OMR200,3,2,115 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-128505199.html,7
"1 Bedroom Apartment For Rent Al Mawaleh, Muscat",OMR500,1,N/A,67 Sq. M.,"Al Mawaleh, Muscat",Apartment,https://www.bayut.om/en/property/details-103003040.html,7
"4 Bedrooms Villa For Rent in Azaiba, Muscat",OMR800,4,6,300 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-130244066.html,7
"5 Bedroom Villa For Rent in Qantab, Muscat","OMR1,749",5,6,545 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-130250485.html,7
"1 Bedroom Apartment For Rent Qurum, Muscat",OMR250,1,2,90 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130264455.html,7
"2 Bedrooms Apartment For Rent in Qurum, Muscat",OMR325,2,3,110 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130264462.html,8
"4 Bedrooms Villa For Rent in Bosher, Muscat",OMR650,4,4,300 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130242274.html,8
5 Bedrooms Villa For Rent Qantab Muscat,"OMR1,400",5,8,475 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130239632.html,8
"1 Bedroom Apartment For Rent Qurum, Muscat","OMR1,300",1,2,80 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130259845.html,8
3 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),OMR850,3,2,115 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130243656.html,8
4 Bedroom Villa For Rent The Wave (Almouj) Muscat,"OMR1,299",4,4,330 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130151847.html,8
"4 Bedroom Villa For Rent in Barr Al Jissah, Muscat","OMR1,750",4,N/A,770 Sq. M.,"Barr Al Jissah, Muscat",Villa,https://www.bayut.om/en/property/details-130152864.html,8
"4 Bedroom Villa For Rent Madinat As Sultan Qaboos, Muscat",OMR650,4,6,450 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130210859.html,8
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","OMR1,600",5,6,450 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129649670.html,8
"3 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",OMR750,3,5,275 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130321921.html,8
"4 Bedroom Apartment For Rent in Bosher, Muscat",OMR950,4,5,280 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130303106.html,8
"3 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat",OMR850,3,5,275 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130240606.html,8
4 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),"OMR1,299",4,4,330 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130151849.html,8
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR2,100",6,8,650 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130151844.html,8
"3 Bedrooms Apartment For Rent Darsait, Muscat",OMR230,3,3,90 Sq. M.,"Darsait, Muscat",Apartment,https://www.bayut.om/en/property/details-129307672.html,8
"1 Bedroom Apartment For Rent Azaiba, Muscat",OMR175,1,1,20 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-105993265.html,8
"4 Bedrooms Villa For Rent Al Maabilah, Muscat",OMR380,4,5,290 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130219851.html,8
"3 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",OMR600,3,3,159 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130242789.html,8
"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","OMR1,350",1,2,140 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130142927.html,8
"2 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",OMR675,2,2,110 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130238966.html,8
"5 Bedroom Apartment For Rent in Shinas, Al Batinah",OMR100,5,5,270 Sq. M.,"Shinas, Al Batinah",Apartment,https://www.bayut.om/en/property/details-130249022.html,8
"1 Bedroom Apartment For Rent Al Hail, Muscat",OMR325,1,1,64 Sq. M.,"Al Hail, Muscat",Apartment,https://www.bayut.om/en/property/details-130245361.html,8
"2 Bedroom Apartment For Rent Al Khoud, Muscat",OMR110,2,1,80 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-130155858.html,8
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat",OMR499,1,2,85 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129226531.html,8
3 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),OMR950,3,3,200 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129897319.html,9
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat",OMR120,1,1,"5,000 Sq. M.","Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-110035441.html,9
"Residential Land For Rent in Misfah, Muscat",OMR350,N/A,N/A,400 Sq. M.,"Misfah, Muscat",Other,https://www.bayut.om/en/property/details-129912906.html,9
"2 Bedroom Apartment For Rent in Ansab, Muscat",OMR220,2,3,100 Sq. M.,"Ansab, Muscat",Apartment,https://www.bayut.om/en/property/details-105177811.html,9
"2 Bedroom Apartment For Rent in Salalah, Dhofar",OMR50,2,1,100 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130329060.html,9
"2 Bedroom Apartment For Rent Al Mawaleh, Muscat",OMR230,2,2,190 Sq. M.,"Al Mawaleh, Muscat",Apartment,https://www.bayut.om/en/property/details-126752955.html,9
"1 Bedroom Apartment For Rent Azaiba, Muscat",OMR300,1,2,80 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-130225353.html,9
"3 Bedrooms Chalet For Rent Al Masn'a, Al Batinah",OMR70,3,5,"1,800 Sq. M.","Al Masn'a, Al Batinah",Other,https://www.bayut.om/en/property/details-129153109.html,9
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat",OMR460,1,2,78 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130036583.html,9
1 Bedroom Apartment For Rent Muscat - Al Wadi Al Kabir,OMR160,1,2,150 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment,https://www.bayut.om/en/property/details-130249978.html,9
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",OMR120,2,2,"5,000 Sq. M.","Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-129635864.html,9
"2 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","OMR1,200",2,3,146 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130318793.html,9
1 Bedroom Apartment For Rent Al Khuwair Muscat,OMR250,1,1,120 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-130025172.html,9
"5 Bedrooms Villa For Rent Qurum, Muscat",OMR525,5,5,10 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-128736901.html,9
"2 Bedrooms Apartment For Rent Al Maabilah, Muscat",OMR185,2,3,122 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130156745.html,9
"6 Bedroom Villa For Rent in Al Ghubrah, Muscat","OMR1,200",6,7,515 Sq. M.,"Al Ghubrah, Muscat",Villa,https://www.bayut.om/en/property/details-129912220.html,9
"3 Bedrooms Villa For Rent Al Khuwair, Muscat",OMR550,3,2,495 Sq. M.,"Al Khuwair, Muscat",Villa,https://www.bayut.om/en/property/details-130039995.html,9
"2 Bedrooms Apartment For Rent Barr Al Jissah, Muscat",OMR800,2,4,200 Sq. M.,"Barr Al Jissah, Muscat",Apartment,https://www.bayut.om/en/property/details-129989581.html,9
"3 Bedrooms Chalet For Rent in Barka, Al Batinah",OMR60,3,7,300 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129075367.html,9
"3 Bedrooms Apartment For Rent Muscat Hills, Muscat",OMR850,3,3,200 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130300419.html,9
"3 Bedrooms Villa For Rent Qurum, Muscat",OMR500,3,3,300 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-130300185.html,9
"3 Bedrooms Apartment For Rent Bosher, Muscat",OMR275,3,3,95 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-127253612.html,9
3 Bedroom Villa For Rent Qurum Muscat,OMR500,3,5,300 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-130225181.html,9
"2 Bedrooms Chalet For Rent in Barka, Al Batinah",OMR50,2,6,"2,000 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130147017.html,9
2 Bedrooms Apartment For Rent Muscat - Other,OMR340,2,8,153 Sq. M.,"Muscat - Other, Muscat",Apartment,https://www.bayut.om/en/property/details-129186418.html,10
1 Bedroom Apartment For Rent Qurum Muscat,OMR150,1,1,120 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130324452.html,10
"5 Bedroom Villa For Rent in Al Hail, Muscat",OMR500,5,5,600 Sq. M.,"Al Hail, Muscat",Villa,https://www.bayut.om/en/property/details-130129294.html,10
"3 Bedrooms Villa For Rent Bosher, Muscat","OMR1,250",3,4,162 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130230864.html,10
"2 Bedroom Apartment For Rent in Al Maabilah, Muscat",OMR140,2,2,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130221305.html,10
"2 Bedrooms Apartment For Rent Qurum, Muscat",OMR280,2,1,250 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130231258.html,10
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat",OMR275,1,1,80 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-130148412.html,10
"2 Bedrooms Apartment For Rent Al Sifah, Muscat",OMR50,2,2,120 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129671562.html,10
"2 Bedrooms Chalet For Rent in Al Sifah, Muscat",OMR50,2,2,250 Sq. M.,"Al Sifah, Muscat",Other,https://www.bayut.om/en/property/details-129360874.html,10
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),OMR850,2,3,118 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129407322.html,10
"5 Bedroom Villa For Rent in Qurum, Muscat",OMR600,5,5,350 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129505480.html,10
1 Bedroom Villa For Rent in Al Hail Muscat,OMR280,1,2,100 Sq. M.,"Al Hail, Muscat",Villa,https://www.bayut.om/en/property/details-130224797.html,10
7 Bedroom Villa For Rent in The Wave (Almouj) Muscat,"OMR3,000",7,9,560 Sq. M.,The Wave (Almouj) Muscat,Villa,https://www.bayut.om/en/property/details-130147544.html,10
"1 Bedroom Apartment For Rent in Ghala, Muscat",OMR220,1,2,75 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-130138704.html,10
"1 Bedroom Chalet For Rent in Barka, Al Batinah",OMR50,1,3,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129283545.html,10
"5 Bedroom Villa For Rent in Al Khoud, Muscat",OMR500,5,6,450 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-130225114.html,10
"2 Bedrooms Apartment For Rent Qurum, Muscat",OMR400,2,2,120 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130141732.html,10
"3 Bedroom Chalet For Rent in Qurayyat, Muscat",OMR50,3,3,"2,000 Sq. M.","Qurayyat, Muscat",Other,https://www.bayut.om/en/property/details-130320906.html,10
3 Bedrooms Chalet For Rent Al Hail Muscat,OMR55,3,4,"4,000 Sq. M.","Al Hail, Muscat",Other,https://www.bayut.om/en/property/details-127634218.html,10
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat",OMR425,1,2,75 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130228000.html,10
"3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos, Muscat",OMR850,3,4,200 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130151125.html,10
"2 Bedroom Apartment For Rent in Azaiba, Muscat",OMR225,2,1,90 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-130144852.html,10
"2 Bedroom Apartment For Rent Al Hail, Muscat",OMR450,2,2,150 Sq. M.,"Al Hail, Muscat",Apartment,https://www.bayut.om/en/property/details-129948764.html,10
"3 Villa For Rent Qurum, Muscat","OMR1,200",3,5,385 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129169261.html,10
2 Bedrooms Apartment For Rent Muscat Qurum,OMR250,2,2,95 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-129749045.html,11
"9 Bedroom Villa For Rent in Bosher, Muscat",OMR850,9,6,670 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-128305200.html,11
3 Bedrooms Apartment For Rent Azaiba Muscat,OMR300,3,3,250 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-130210951.html,11
3 Bedroom Apartment For Rent Al Khuwair Muscat,OMR340,3,3,200 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-127184175.html,11
"2 Bedroom Chalet For Rent in Sumail, Al Dakhiliya",OMR50,2,3,600 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-128640612.html,11
"5 Bedroom Villa For Rent in The Wave (Almouj), Muscat","OMR1,800",5,6,400 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130319104.html,11
"5 Bedrooms Villa For Rent in Sumail, Al Dakhiliya",OMR500,5,6,316 Sq. M.,"Sumail, Al Dakhiliya",Villa,https://www.bayut.om/en/property/details-130139571.html,11
"2 Bedroom Apartment For Rent in Qurum, Muscat",OMR270,2,1,100 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-128321575.html,11
"2 Bedroom Apartment For Rent Bosher, Muscat",OMR320,2,2,120 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-128890723.html,11
"1 Bedroom Apartment For Rent Al Seeb, Muscat",OMR100,1,1,65 Sq. M.,"Al Seeb, Muscat",Apartment,https://www.bayut.om/en/property/details-129564701.html,11
8 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"OMR2,500",8,9,500 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130141777.html,11
"3 Bedrooms Apartment For Rent Salalah, Dhofar",OMR55,3,3,150 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130251402.html,11
"2 Bedrooms Apartment For Rent Barr Al Jissah, Muscat",OMR850,2,2,200 Sq. M.,"Barr Al Jissah, Muscat",Apartment,https://www.bayut.om/en/property/details-129743147.html,11
"3 Bedroom Apartment For Rent in Ruwi, Muscat",OMR255,3,3,120 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-129982255.html,11
"4 Bedrooms Villa For Rent in Qurum, Muscat","OMR1,200",4,5,650 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129077357.html,11
4 Bedrooms Villa For Rent Al Amarat Muscat,OMR190,4,5,"15,000 Sq. M.","Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-130222082.html,11
"5 Bedroom Villa For Rent in The Wave (Almouj), Muscat","OMR1,900",5,5,600 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130210874.html,11
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),OMR700,1,2,95 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130219449.html,11
1 Bedroom Apartment For Rent Al Khuwair Muscat,OMR195,1,1,95 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-122284601.html,11
"1 Bedroom Apartment For Rent in Sohar, Al Batinah",OMR150,1,1,35 Sq. M.,"Sohar, Al Batinah",Apartment,https://www.bayut.om/en/property/details-130235057.html,11
"2 Bedrooms Apartment For Rent Al Khuwair, Muscat",OMR275,2,2,111 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-130238202.html,11
"2 Bedroom Apartment For Rent Saham, Al Batinah",OMR135,2,1,"5,000 Sq. M.","Saham, Al Batinah",Apartment,https://www.bayut.om/en/property/details-130236550.html,11
"1 Bedroom Apartment For Rent in Taqah, Dhofar",OMR300,1,1,90 Sq. M.,"Taqah, Dhofar",Apartment,https://www.bayut.om/en/property/details-127273047.html,11
3 Bedrooms Apartment For Rent Al Hail Muscat,OMR450,3,3,300 Sq. M.,"Al Hail, Muscat",Apartment,https://www.bayut.om/en/property/details-121033390.html,11
"2 Bedroom Chalet For Rent Sur, Al Sharqiya",OMR50,2,3,151 Sq. M.,"Sur, Al Sharqiya",Other,https://www.bayut.om/en/property/details-130213817.html,12
4 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,OMR699,4,5,350 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130226969.html,12
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,500",5,6,555 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130038329.html,12
"2 Bedroom Chalet For Rent in Sohar, Al Batinah",OMR50,2,4,"2,000 Sq. M.","Sohar, Al Batinah",Other,https://www.bayut.om/en/property/details-129303879.html,12
"5 Bedrooms Villa For Rent Azaiba, Muscat",OMR550,5,6,300 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-130129308.html,12
"2 Bedroom Apartment For Rent Qurum, Muscat",OMR380,2,2,96 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130240721.html,12
"2 Bedrooms Apartment For Rent in Qurum, Muscat",OMR425,2,2,120 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130228363.html,12
"3 Bedroom Apartment For Rent Al Maabilah, Muscat",OMR165,3,2,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130088138.html,12
2 Bedroom Apartment For Rent Al Ghubrah Muscat,OMR275,2,2,100 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-130221624.html,12
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat",OMR475,1,2,78 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129293369.html,12
"2 Bedroom Apartment For Rent Al Ghubrah, Muscat",OMR390,2,3,120 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-129577615.html,12
"5 Bedrooms Villa For Rent in Azaiba, Muscat","OMR1,400",5,7,400 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-130231641.html,12
"2 Bedroom Apartment For Rent in Ruwi, Muscat",OMR250,2,3,109 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-129772825.html,12
9 Bedrooms Villa For Rent Muscat - Madinat As Sultan Qaboos,"OMR2,500",9,12,595 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129600338.html,12
"4 Bedrooms Villa For Rent in Qurum, Muscat","OMR1,199",4,5,400 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129320021.html,12
6 Bedroom Villa For Rent in The Wave (Almouj) Muscat,"OMR5,000",6,10,900 Sq. M.,The Wave (Almouj) Muscat,Villa,https://www.bayut.om/en/property/details-130215853.html,12
6 Bedroom Villa For Rent Azaiba Muscat,OMR900,6,7,400 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-130307618.html,12
"1 Bedroom Apartment For Rent Muscat Hills, Muscat",OMR450,1,2,85 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130009078.html,12
"3 Bedrooms Villa For Rent Bosher, Muscat",OMR700,3,4,300 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-129929940.html,12
"5 Bedroom Villa For Rent Al Khoud, Muscat","OMR2,000",5,6,"1,800 Sq. M.","Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-130115632.html,13
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),OMR700,2,2,130 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130232845.html,13
"Residential Land For Rent in Barka, Al Batinah","OMR1,999",N/A,N/A,"5,000 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129030578.html,13
"2 Bedroom Apartment For Rent Ansab, Muscat",OMR220,2,3,145 Sq. M.,"Ansab, Muscat",Apartment,https://www.bayut.om/en/property/details-130147707.html,13
"3 Bedrooms Villa For Rent Qurum, Muscat","OMR1,200",3,5,300 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129795451.html,13
"3 Bedroom Villa For Rent Bosher, Muscat","OMR1,250",3,4,250 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-128923271.html,13
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,499",6,8,749 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130043738.html,13
"3 Bedrooms Villa For Rent in Salalah, Dhofar",OMR80,3,3,200 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130314474.html,13
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"OMR1,150",2,3,109 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129443647.html,13
4 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),"OMR1,299",4,4,337 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130213903.html,13
"2 Bedroom Apartment For Rent Al Mawaleh, Muscat",OMR230,2,3,200 Sq. M.,"Al Mawaleh, Muscat",Apartment,https://www.bayut.om/en/property/details-128555488.html,13
"2 Bedroom Apartment For Rent in Qantab, Muscat",OMR850,2,2,200 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-125324408.html,13
"4 Bedrooms Villa For Rent Qurum, Muscat",OMR555,4,5,300 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-130102596.html,13
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,999",6,8,650 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130117148.html,13
4 Bedrooms Villa For Rent Qurum Muscat,"OMR1,200",4,5,290 Sq. M.,"Qurum, Muscat",Villa,https://www.bayut.om/en/property/details-129387440.html,13
"10 Bedrooms Villa For Rent Azaiba, Muscat","OMR2,000",10,10,659 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-130040727.html,13
3 Bedrooms Villa For Rent Bosher - Muscat,OMR850,3,4,159 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130040833.html,13
"8-Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR2,199",8,9,700 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130207088.html,13
"3 Bedroom Apartment For Rent in Al Maabilah, Muscat",OMR170,3,3,133 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130125468.html,13
"2 Bedroom Apartment For Rent Al Maabilah, Muscat",OMR115,2,1,90 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-110788418.html,13
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","OMR1,100",6,6,500 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130223970.html,14
"2 Bedroom Apartment For Rent in Taqah, Dhofar",OMR450,2,2,120 Sq. M.,"Taqah, Dhofar",Apartment,https://www.bayut.om/en/property/details-129882243.html,14
"3 Bedrooms Apartment For Rent Al Khoud, Muscat",OMR600,3,5,300 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129037273.html,14
"5 Bedrooms Villa For Rent Qurum, Muscat","OMR1,599",5,5,465 Sq. M.,"Barr Al Jissah, Muscat",Villa,https://www.bayut.om/en/property/details-129652849.html,14
4 Bedrooms Villa For Rent Azaiba Muscat,OMR700,4,4,200 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-130225685.html,14
"1 Bedroom Apartment For Rent in Misfah, Muscat",OMR135,1,1,56 Sq. M.,"Misfah, Muscat",Apartment,https://www.bayut.om/en/property/details-130312325.html,14
"5 Bedrooms Villa For Rent Bosher, Muscat",OMR550,5,6,300 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130310041.html,14
"2 Bedrooms Apartment For Rent Ruwi, Muscat",OMR230,2,2,120 Sq. M.,"Ruwi, Muscat",Apartment,https://www.bayut.om/en/property/details-130149563.html,14
1 Bedroom Apartment For Rent Al Ghubrah Muscat,OMR130,1,1,20 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-130310137.html,14
"1 Bedroom Apartment For Rent Darsait, Muscat",OMR135,1,1,65 Sq. M.,"Darsait, Muscat",Apartment,https://www.bayut.om/en/property/details-130244141.html,14
"2 Bedrooms Apartment For Rent Qurum, Muscat",OMR390,2,2,110 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130242153.html,14
"Residential Land For Rent in Barka, Al Batinah","OMR50,000",N/A,N/A,"40,761 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130073578.html,14
"Residential Land For Rent in Sohar, Al Batinah",OMR800,N/A,N/A,"3,300 Sq. M.","Sohar, Al Batinah",Other,https://www.bayut.om/en/property/details-130277706.html,14
"1 Bedroom Apartment For Rent Al Hamriyah, Muscat",OMR135,1,3,100 Sq. M.,"Al Hamriyah, Muscat",Apartment,https://www.bayut.om/en/property/details-125681627.html,14
2 Bedroom Apartment For Rent Azaiba Muscat,OMR540,2,2,150 Sq. M.,"Azaiba, Muscat",Apartment,https://www.bayut.om/en/property/details-111657134.html,14
"4 Bedroom Villa For Rent in Ibra, Al Sharqiya",OMR100,4,2,210 Sq. M.,"Ibra, Al Sharqiya",Villa,https://www.bayut.om/en/property/details-129312798.html,14
